Headline,Primary,Secondary,Date,Day,Month,Year,Sentiment,SentimentPolarity,Emotion,Url
 UAE ban almost ruined my wedding — Rita Dominic ,Health,Entertainment,29-11-22,29,11,2022,Neutral,0.0,sadness,https://punchng.com/uae-ban-almost-ruined-my-wedding-rita-dominic/
 NDDC: Ex-militants demand replacement of Onochie give ultimatum ,Power,Education,29-11-22,29,11,2022,Neutral,0.0,anger,https://punchng.com/nddc-ex-militants-demand-replacement-of-onochie-give-ultimatum/
 Why state varsities polytechnics colleges exist - JAMB ,Education,Sports,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/why-state-varsities-polytechnics-colleges-exist-jamb/
 Ex-SARS officer nabbed for defiling minors in Anambra ,Youth Development,Crime,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/ex-sars-officer-nabbed-for-defiling-minors-in-anambra/
 Chimamanda Adichie marks mum's posthumous 80th birthday ,Youth Development,Education,29-11-22,29,11,2022,Neutral,0.0,sadness,https://punchng.com/chimamanda-adichie-marks-mums-posthumous-80th-birthday/
 Ex-Anambra gov aspirant laments exclusion from APC PCC ,Education,Politics,29-11-22,29,11,2022,Neutral,0.0,disgust,https://punchng.com/ex-anambra-gov-aspirant-laments-exclusion-from-apc-pcc/
 Megan Thee Stallion becomes first black woman to cover Forbes ‘30Under30’ ,Youth Development,Health,29-11-22,29,11,2022,Neutral,0.0,sadness,https://punchng.com/megan-thee-stallion-becomes-first-black-woman-to-cover-forbes-30under30/
 England thrash Wales 3-0 meet Senegal in last 16 ,Youth Development,Sports,29-11-22,29,11,2022,Neutral,0.0,anger,https://punchng.com/england-thrash-wales-3-0-meet-senegal-in-last-16/
 Nigeria's CJN has become a 'suspect awaiting trial' — Dino Melaye  ,Youth Development,Crime,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/nigerias-cjn-has-become-a-suspect-awaiting-trial-dino-melaye/
 Police arraign man for allegedly spending fake currency ,Crime,Politics,29-11-22,29,11,2022,Negative,-0.3,sadness,https://punchng.com/police-arraign-man-for-allegedly-spending-fake-currency/
 Heirs Assurance rewards customers ,Power,Education,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/heirs-assurance-rewards-customers/
 Recalled from rest: Nigerian hospitals recruiting retired nurses amid shortage ,Health,Education,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/recalled-from-rest-nigerian-hospitals-recruiting-retired-nurses-amid-shortage/
 Winner emerges in MTN competition ,Sports,Environment,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/winner-emerges-in-mtn-competition/
 Yuletide: Lagos boutique introduces corporate gifts ,Entertainment,Education,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/yuletide-lagos-boutique-introduces-corporate-gifts/
 Remita shines at the Nigeria Fintech Awards ,Education,Entertainment,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/remita-shines-at-the-nigeria-fintech-awards/
 China police out in force after anti-lockdown protests ,Politics,Power,29-11-22,29,11,2022,Neutral,0.0,fear,https://punchng.com/china-police-out-in-force-after-anti-lockdown-protests/
 Parks: Osun urges calm as NURTW members clash ,Environment,Education,29-11-22,29,11,2022,Positive,0.3,anticipation,https://punchng.com/parks-osun-urges-calm-as-nurtw-members-clash/
 Participate in politics Ezekwesili tells Nigerians ,Politics,Sports,29-11-22,29,11,2022,Neutral,0.0,anger,https://punchng.com/participate-in-politics-ezekwesili-tells-nigerians/
 Burnt offices may cause hitches says INEC ,Power,Administrative,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/burnt-offices-may-cause-hitches-says-inec/
 Uninsured depositors of failed banks paid N101.37bn – NDIC ,Finance,Education,29-11-22,29,11,2022,Negative,-0.5,0,https://punchng.com/__trashed-40/
 Suspended Ekiti lawmaker readmitted after apology ,Education,Politics,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/suspended-ekiti-lawmaker-readmitted-after-apology/
 We will promote youth art skills says BIC ,Education,Youth Development,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/we-will-promote-youth-art-skills-says-bic/
 UNIMED decries scarcity of graduate nurses ,Education,Health,29-11-22,29,11,2022,Neutral,0.0,anger,https://punchng.com/unimed-decries-scarcity-of-graduate-nurses/
 UBA’s REDTV to empower creative industry talents ,Power,Entertainment,29-11-22,29,11,2022,Positive,0.5,anticipation,https://punchng.com/ubas-redtv-to-empower-creative-industry-talents/
 Varsities unveil biography  of late VC ,Education,Sports,29-11-22,29,11,2022,Negative,-0.3,sadness,https://punchng.com/varsities-unveil-biography-of-late-vc/
 Soludo not speaking for Anambra people – Labour Party Nat’l chair ,Politics,Education,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/soludo-not-speaking-for-anambra-people-labour-party-natl-chair/
 Mob lynches Edo man over motorcycle four nabbed ,Crime,Youth Development,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/mob-lynches-edo-man-over-motorcycle-four-nabbed/
 Cricket: Nigeria land in  Rwanda for W’Cup qualifiers ,Education,Sports,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/cricket-nigeria-land-in-rwanda-for-wcup-qualifiers/
 Care for vulnerable will curb insecurity – Insurance broker ,Health,Youth Development,29-11-22,29,11,2022,Negative,-0.5,fear,https://punchng.com/care-for-vulnerable-will-curb-insecurity-insurance-broker/
 Strengthen credit guarantee scheme CPPE tells govt ,Finance,Power,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/strengthen-credit-guarantee-scheme-cppe-tells-govt/
 Firm secures fintech award ,Finance,Legal,29-11-22,29,11,2022,Negative,-0.2,anticipation,https://punchng.com/firm-secures-fintech-award/
 No going back on 2023 census says NPC ,Youth Development,Information and Culture,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/no-going-back-on-2023-census-says-npc/
 Dangote others shine at PEARL Awards ,Education,Power,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/dangote-others-shine-at-pearl-awards/
 Edo: 1079 victims of trafficking violence seek justice ,Justice,Crime,30-11-22,30,11,2022,Neutral,0.0,anger,https://punchng.com/edo-1079-victims-of-trafficking-violence-seek-justice/
 How AU ended Ethiopian two-year civil war - Obasanjo ,Politics,Legal,30-11-22,30,11,2022,Neutral,0.0,anticipation,https://punchng.com/how-au-ended-ethiopian-two-year-civil-war-obasanjo/
 Non-oil exporters repatriated $4.99bn in 2022 – Emefiele ,Petroleum Resources,Foreign Affairs,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/non-oil-exporters-repatriated-4-99bn-in-2022-emefiele/
 It’s an error to think corruption pays – Osinbajo ,Crime,Education,30-11-22,30,11,2022,Neutral,0.0,sadness,https://punchng.com/its-an-error-to-think-corruption-pays-osinbajo/
 RMAFC EFCC uncovers oil firms’ $205m unremitted funds ,Petroleum Resources,Finance,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/rmafc-efcc-uncovers-oil-firms-205m-unremitted-funds/
 'More judges will speed up justice dispensation' ,Justice,Power,30-11-22,30,11,2022,Positive,0.5,anticipation,https://punchng.com/more-judges-will-speed-up-justice-dispensation/
 JCI Nigeria partners firm to empower female entrepreneurs ,Education,Youth Development,30-11-22,30,11,2022,Negative,-0.1,anticipation,https://punchng.com/jci-nigeria-partners-firm-to-empower-female-entrepreneurs/
 PDP primary: Court dismisses Ondo senator's appeal ,Education,Youth Development,30-11-22,30,11,2022,Positive,0.4,anticipation,https://punchng.com/pdp-primary-court-dismisses-ondo-senators-appeal-2/
 Adeleke dissolves all non-statutory boards in Osun   ,Legislative,Legal,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/adeleke-dissolves-all-non-statutory-boards-in-osun/
 Stakeholders lament poor state of procurement agencies ,Education,Health,30-11-22,30,11,2022,Negative,-0.4,disgust,https://punchng.com/stakeholders-lament-poor-state-of-procurement-agencies/
 ACF mourns ex-Second Republic minister Unongo ,Youth Development,Foreign Affairs,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/acf-mourns-ex-second-republic-minister-unongo/
 Obi mourns late LP Kaduna women leader Chintex ,Youth Development,Education,30-11-22,30,11,2022,Negative,-0.3,sadness,https://punchng.com/obi-mourns-late-lp-kaduna-women-leader-chintex/
 Nigerian man allegedly beheads girlfriend in Ghana ,Youth Development,Crime,30-11-22,30,11,2022,Negative,-0.1,0,https://punchng.com/nigerian-man-allegedly-beheads-girlfriend-in-ghana/
 Tunisia vs France World Cup starting line-ups ,Sports,Politics,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/tunisia-vs-france-world-cup-starting-line-ups/
 Reps to probe attacks on INEC assets ,Power,Defense,30-11-22,30,11,2022,Neutral,0.0,anticipation,https://punchng.com/reps-to-probe-attacks-on-inec-assets/
 Ikpeazu signs female inheritance bill into law ,Education,Youth Development,30-11-22,30,11,2022,Neutral,0.0,anticipation,https://punchng.com/ikpeazu-signs-female-inheritance-bill-into-law/
 'Kerosene price hit N1041.05 per litre in October' ,Power,Youth Development,30-11-22,30,11,2022,Neutral,0.0,anger,https://punchng.com/kerosene-price-hit-n1041-05-per-litre-in-october/
 Delta APC PDP clash over Aniocha LG projects ,Environment,Education,30-11-22,30,11,2022,Neutral,0.0,anger,https://punchng.com/delta-apc-pdp-clash-over-aniocha-lg-projects/
 Anambra police nab wanted kidnap suspect ,Crime,Youth Development,30-11-22,30,11,2022,Neutral,0.0,fear,https://punchng.com/anambra-police-nab-wanted-kidnap-suspect/
 Suspected 'yahoo' boy allegedly kills girlfriend in Ogun ,Youth Development,Sports,30-11-22,30,11,2022,Negative,-0.1,disgust,https://punchng.com/suspected-yahoo-boy-allegedly-kills-girlfriend-in-ogun/
 Firm donates to visually-impaired students ,Education,Environment,30-11-22,30,11,2022,Negative,-0.2,0,https://punchng.com/firm-donates-to-visually-impaired-students/
 Indomie partners cinemas to launch new product ,Entertainment,Environment,30-11-22,30,11,2022,Positive,0.1,anticipation,https://punchng.com/indomie-partners-cinemas-to-launch-new-product/
 LASTMA rescues victim from 'one-chance' robbers in Lagos ,Youth Development,Crime,30-11-22,30,11,2022,Negative,-0.1,anger,https://punchng.com/lastma-rescues-victim-from-one-chance-robbers-in-lagos/
 Electricity agency assures of sustainable power supply ,Power,Transportation,30-11-22,30,11,2022,Neutral,0.0,anticipation,https://punchng.com/electricity-agency-assures-of-sustainable-power-supply/
 Anambra communities protest building demolition seek Soludo’s intervention ,Education,Environment,30-11-22,30,11,2022,Neutral,0.0,anticipation,https://punchng.com/anambra-communities-protest-building-demolition-seek-soludos-intervention/
 Operator advocates collaboration to build insurance trust ,Education,Health,30-11-22,30,11,2022,Neutral,0.0,anticipation,https://punchng.com/operator-advocates-collaboration-to-build-insurance-trust/
 Agency trains airspace managers in global trends ,Environment,Health,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/agency-trains-airspace-managers-in-global-trends/
 Enugu herbalist testing gunshot charm shoots client dead ,Youth Development,Health,30-11-22,30,11,2022,Negative,-0.2,anticipation,https://punchng.com/enugu-herbalist-testing-gunshot-charm-shoots-client-dead/
 LASPA warns Lagosians against patronising illegal park operators ,Legal,Environment,30-11-22,30,11,2022,Negative,-0.5,anger,https://punchng.com/laspa-warns-lagosians-against-patronising-illegal-park-operators/
 Firm wins at Nigerian Fintech Awards ,Sports,Politics,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/firm-wins-at-nigerian-fintech-awards/
 Knocked down by flooding more SMEs risk shutdown in 2023 ,Power,Health,30-11-22,30,11,2022,Positive,0.2,anticipation,https://punchng.com/knocked-down-by-flooding-more-smes-risk-shutdown-in-2023/
 Unions threaten showdown over aerotropolis project ,Power,Environment,30-11-22,30,11,2022,Neutral,0.0,anger,https://punchng.com/unions-threaten-showdown-over-aerotropolis-project/
 Artists inspired by young ones excelling in music – Dj Zeeez ,Sports,Education,30-11-22,30,11,2022,Positive,0.1,joy,https://punchng.com/artists-inspired-by-young-ones-excelling-in-music-dj-zeeez/
 G5 govs are entertainers - PDP Osun lawmaker ,Politics,Education,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/g5-govs-are-entertainers-pdp-osun-lawmaker/
 2023: Nigeria disunited says SAN ,Politics,Youth Development,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/2023-nigeria-disunited-says-san/
 SON eyes higher business ranking for Nigeria ,Education,Youth Development,30-11-22,30,11,2022,Positive,0.2,0,https://punchng.com/son-eyes-higher-business-ranking-for-nigeria/
 NDLEA nabs suspected drug baron brother flees ,Youth Development,Crime,30-11-22,30,11,2022,Neutral,0.0,anticipation,https://punchng.com/ndlea-nabs-suspected-drug-baron-brother-flees/
 Tuberculosis: You can share cups without sharing cough ,Youth Development,Information and Culture,30-11-22,30,11,2022,Neutral,0.0,anticipation,https://punchng.com/tuberculosis-you-can-share-cups-without-sharing-cough/
 PICTORIAL: INEC airlifts BVAS machines to states ,Power,Youth Development,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/pictorial-inec-airlifts-bvas-machines-to-states/
 Effect of migration on lower-class citizens ,Education,Environment,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/effect-of-migration-on-lower-class-citizens/
 Choosing between music comedy was hard – Kenny Blaq ,Entertainment,Sports,30-11-22,30,11,2022,Negative,-0.3,joy,https://punchng.com/choosing-between-music-comedy-was-hard-kenny-blaq/
 Lagos govt emphasises training in workplace safety ,Education,Health,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/lagos-govt-emphasises-training-in-workplace-safety/
 Gunmen kill Kaduna Labour Party chieftain husband hospitalised ,Youth Development,Politics,30-11-22,30,11,2022,Neutral,0.0,fear,https://punchng.com/gunmen-kill-kaduna-labour-party-chieftain-husband-hospitalised/
 International Breweries empowers 50 entrepreneurs with N60m ,Foreign Affairs,Politics,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/international-breweries-empowers-50-entrepreneurs-with-n60m/
 Hospital denies kidney harvest allegation ,Youth Development,Health,30-11-22,30,11,2022,Neutral,0.0,anticipation,https://punchng.com/hospital-denies-kidney-harvest-allegation/
 Our abductors killed some victims sold their body parts — Student ,Youth Development,Education,30-11-22,30,11,2022,Negative,-0.2,0,https://punchng.com/our-abductors-killed-some-victims-sold-their-body-parts-student/
 Lagos man escapes lynching over failed kidnap bid ,Youth Development,Crime,30-11-22,30,11,2022,Negative,-0.5,anger,https://punchng.com/lagos-man-escapes-lynching-over-failed-kidnap-bid/
 Group warns against self-medication ,Health,Youth Development,30-11-22,30,11,2022,Neutral,0.0,0,https://punchng.com/group-warns-against-self-medication/
 Aisha Buhari to testify against student over tweet ,Youth Development,Education,1-12-22,1,12,2022,Neutral,0.0,0,https://punchng.com/aisha-buhari-to-testify-against-student-over-tweet/
 DSS replies woman alleging denied access to husband ,Youth Development,Education,1-12-22,1,12,2022,Neutral,0.0,sadness,https://punchng.com/dss-replies-woman-alleging-denied-access-to-husband/
 Govt must address doctors’ poor wages working conditions – WMA president ,Education,Health,1-12-22,1,12,2022,Negative,-0.4,anticipation,https://punchng.com/govt-must-address-doctors-poor-wages-working-conditions-wma-president/
 Nigerian surveyors seek environment-friendly investments ,Environment,Education,1-12-22,1,12,2022,Neutral,0.0,anticipation,https://punchng.com/nigerian-surveyors-seek-environment-friendly-investments/
 Fintiri's convoy involved in crash four die ,Youth Development,Transportation,1-12-22,1,12,2022,Neutral,0.0,fear,https://punchng.com/breaking-fintiris-convoy-involved-in-crash-four-die/
 Data protection: FG extends compliance deadline to January  ,Education,Health,1-12-22,1,12,2022,Neutral,0.0,anticipation,https://punchng.com/data-protection-fg-extends-compliance-deadline-to-january/
 Jumia records $50.5m revenue in Q3 2022 ,Education,Information and Culture,1-12-22,1,12,2022,Neutral,0.0,0,https://punchng.com/jumia-records-50-5m-revenue-in-q3-2022/
